Category,Audience Name,Description
Consumer Finance,Consumer Finance > Mortgage > Low # of Open Mortgages,"Measures average number of active, open mortgages (e.g. 1st & 2nd, etc.) across aggregated households."
Consumer Finance,Consumer Finance > Mortgage > Low Recent Mortgage Applications,Measures average number of mortgage inquiries in the last six (6) months
Consumer Finance,Consumer Finance > Mortgage > Lowest Outstanding Mortgage Balance,"Measures average outstanding balance of active, open mortgages (e.g. 1st & 2nd, etc.) across aggregated households."
Consumer Finance,Consumer Finance > Mortgage > Purchased Home in Last  Six Months,"TransUnion Consumer Finance and Insurance attributes and audiences are based upon offline financial and insurance information like credit card characteristics and utilization, installment loan and mortgage activity, and insurance behavior. These attributes and audiences are aggregated and depersonalized where required."
Consumer Finance,Consumer Finance > Mortgage > Recent Mortgage Borrower,"TransUnion Consumer Finance and Insurance attributes and audiences are based upon offline financial and insurance information like credit card characteristics and utilization, installment loan and mortgage activity, and insurance behavior. These attributes and audiences are aggregated and depersonalized where required."
Consumer Finance,"Consumer Finance > Net Asset Value > $0 - $24,999","This data is sourced from multiple sources, including Neustar's proprietary Financial/Telco annual survey. Additionally, the data is sourced from multiple surveys including the Federal Reserve Board's Survey of Consumer Finance. This data is collected using sophisticated sampling techniques, including significant over-sampling among the normally difficult to find, highest-income households in the United States. This survey collects extensive data about family balance sheets, pensions, incomes, and demographics to provide deep insight into participating household finances."
Consumer Finance,"Consumer Finance > Net Asset Value > $1,000,000 - $1,999,999","This data is sourced from multiple sources, including Neustar's proprietary Financial/Telco annual survey. Additionally, the data is sourced from multiple surveys including the Federal Reserve Board's Survey of Consumer Finance. This data is collected using sophisticated sampling techniques, including significant over-sampling among the normally difficult to find, highest-income households in the United States. This survey collects extensive data about family balance sheets, pensions, incomes, and demographics to provide deep insight into participating household finances."
Consumer Finance,"Consumer Finance > Net Asset Value > $100,000 - $249,999","This data is sourced from multiple sources, including Neustar's proprietary Financial/Telco annual survey. Additionally, the data is sourced from multiple surveys including the Federal Reserve Board's Survey of Consumer Finance. This data is collected using sophisticated sampling techniques, including significant over-sampling among the normally difficult to find, highest-income households in the United States. This survey collects extensive data about family balance sheets, pensions, incomes, and demographics to provide deep insight into participating household finances."
Consumer Finance,"Consumer Finance > Net Asset Value > $2,000,000 or more","This data is sourced from multiple sources, including Neustar's proprietary Financial/Telco annual survey. Additionally, the data is sourced from multiple surveys including the Federal Reserve Board's Survey of Consumer Finance. This data is collected using sophisticated sampling techniques, including significant over-sampling among the normally difficult to find, highest-income households in the United States. This survey collects extensive data about family balance sheets, pensions, incomes, and demographics to provide deep insight into participating household finances."
Consumer Finance,"Consumer Finance > Net Asset Value > $25,000 - $49,999","This data is sourced from multiple sources, including Neustar's proprietary Financial/Telco annual survey. Additionally, the data is sourced from multiple surveys including the Federal Reserve Board's Survey of Consumer Finance. This data is collected using sophisticated sampling techniques, including significant over-sampling among the normally difficult to find, highest-income households in the United States. This survey collects extensive data about family balance sheets, pensions, incomes, and demographics to provide deep insight into participating household finances."
Consumer Finance,"Consumer Finance > Net Asset Value > $250,000 - $499,999","This data is sourced from multiple sources, including Neustar's proprietary Financial/Telco annual survey. Additionally, the data is sourced from multiple surveys including the Federal Reserve Board's Survey of Consumer Finance. This data is collected using sophisticated sampling techniques, including significant over-sampling among the normally difficult to find, highest-income households in the United States. This survey collects extensive data about family balance sheets, pensions, incomes, and demographics to provide deep insight into participating household finances."
Consumer Finance,"Consumer Finance > Net Asset Value > $50,000 - $74,999","This data is sourced from multiple sources, including Neustar's proprietary Financial/Telco annual survey. Additionally, the data is sourced from multiple surveys including the Federal Reserve Board's Survey of Consumer Finance. This data is collected using sophisticated sampling techniques, including significant over-sampling among the normally difficult to find, highest-income households in the United States. This survey collects extensive data about family balance sheets, pensions, incomes, and demographics to provide deep insight into participating household finances."
Consumer Finance,"Consumer Finance > Net Asset Value > $500,000 - $749,999","This data is sourced from multiple sources, including Neustar's proprietary Financial/Telco annual survey. Additionally, the data is sourced from multiple surveys including the Federal Reserve Board's Survey of Consumer Finance. This data is collected using sophisticated sampling techniques, including significant over-sampling among the normally difficult to find, highest-income households in the United States. This survey collects extensive data about family balance sheets, pensions, incomes, and demographics to provide deep insight into participating household finances."
Consumer Finance,"Consumer Finance > Net Asset Value > $75,000 - $99,999","This data is sourced from multiple sources, including Neustar's proprietary Financial/Telco annual survey. Additionally, the data is sourced from multiple surveys including the Federal Reserve Board's Survey of Consumer Finance. This data is collected using sophisticated sampling techniques, including significant over-sampling among the normally difficult to find, highest-income households in the United States. This survey collects extensive data about family balance sheets, pensions, incomes, and demographics to provide deep insight into participating household finances."
Consumer Finance,"Consumer Finance > Net Asset Value > $750,000 - $999,999","This data is sourced from multiple sources, including Neustar's proprietary Financial/Telco annual survey. Additionally, the data is sourced from multiple surveys including the Federal Reserve Board's Survey of Consumer Finance. This data is collected using sophisticated sampling techniques, including significant over-sampling among the normally difficult to find, highest-income households in the United States. This survey collects extensive data about family balance sheets, pensions, incomes, and demographics to provide deep insight into participating household finances."
Consumer Finance,Consumer Finance > Other > Use Credit Monitoring,"Audience is sourced from multiple sources, including Neustar's proprietary Financial/Telco annual survey. Additionally, the data is sourced from multiple surveys including the Federal Reserve Board?s Survey of Consumer Finance. This data is collected using sophisticated sampling techniques, including significant over-sampling among the normally difficult to find, highest-income households in the United States. This survey collects extensive data about family balance sheets, pensions, incomes, and demographics to provide deep insight into participating household finances."
Consumer Finance,Consumer Finance > Payment Methods > Payment Methods for Leisure Travel:Online Bill Pay,"Audience is sourced from multiple sources, including Neustar's proprietary Financial/Telco annual survey. Additionally, the data is sourced from multiple surveys including the Federal Reserve Board?s Survey of Consumer Finance. This data is collected using sophisticated sampling techniques, including significant over-sampling among the normally difficult to find, highest-income households in the United States. This survey collects extensive data about family balance sheets, pensions, incomes, and demographics to provide deep insight into participating household finances."
Consumer Finance,Consumer Finance > Payment Methods > Use Payment Method-Peer to Peer Payments,"Audience is sourced from multiple sources, including Neustar's proprietary Financial/Telco annual survey. Additionally, the data is sourced from multiple surveys including the Federal Reserve Board?s Survey of Consumer Finance. This data is collected using sophisticated sampling techniques, including significant over-sampling among the normally difficult to find, highest-income households in the United States. This survey collects extensive data about family balance sheets, pensions, incomes, and demographics to provide deep insight into participating household finances."
Consumer Finance,Consumer Finance > Tax Preparation > Personal Tax Prep Last 12M-CPA/Private Accountant,"Audience is sourced from multiple sources, including Neustar's proprietary Financial/Telco annual survey. Additionally, the data is sourced from multiple surveys including the Federal Reserve Board?s Survey of Consumer Finance. This data is collected using sophisticated sampling techniques, including significant over-sampling among the normally difficult to find, highest-income households in the United States. This survey collects extensive data about family balance sheets, pensions, incomes, and demographics to provide deep insight into participating household finances."
Consumer Finance,Consumer Finance > Tax Preparation > Personal Tax Prep Last 12M-Manually (Pen/Paper),"Audience is sourced from multiple sources, including Neustar's proprietary Financial/Telco annual survey. Additionally, the data is sourced from multiple surveys including the Federal Reserve Board?s Survey of Consumer Finance. This data is collected using sophisticated sampling techniques, including significant over-sampling among the normally difficult to find, highest-income households in the United States. This survey collects extensive data about family balance sheets, pensions, incomes, and demographics to provide deep insight into participating household finances."
Consumer Finance,Consumer Finance > Tax Preparation > Personal Tax Prep Last 12M-Other Professional On-Site,"Audience is sourced from multiple sources, including Neustar's proprietary Financial/Telco annual survey. Additionally, the data is sourced from multiple surveys including the Federal Reserve Board?s Survey of Consumer Finance. This data is collected using sophisticated sampling techniques, including significant over-sampling among the normally difficult to find, highest-income households in the United States. This survey collects extensive data about family balance sheets, pensions, incomes, and demographics to provide deep insight into participating household finances."
Consumer Finance,Consumer Finance > Tax Preparation > Personal Tax Prep Last 12M-Turbo Tax (Online),"Audience is sourced from multiple sources, including Neustar's proprietary Financial/Telco annual survey. Additionally, the data is sourced from multiple surveys including the Federal Reserve Board?s Survey of Consumer Finance. This data is collected using sophisticated sampling techniques, including significant over-sampling among the normally difficult to find, highest-income households in the United States. This survey collects extensive data about family balance sheets, pensions, incomes, and demographics to provide deep insight into participating household finances."
Consumer Finance,Consumer Finance > Tax Preparation > Personal Tax Prep Last 12M-Turbo Tax(Offline),"Audience is sourced from multiple sources, including Neustar's proprietary Financial/Telco annual survey. Additionally, the data is sourced from multiple surveys including the Federal Reserve Board?s Survey of Consumer Finance. This data is collected using sophisticated sampling techniques, including significant over-sampling among the normally difficult to find, highest-income households in the United States. This survey collects extensive data about family balance sheets, pensions, incomes, and demographics to provide deep insight into participating household finances."
Demographics,Demographics > Household > Education > Recent Graduates > All Graduates Major in Biology,"Audience is created sourcing data from a national sample of students attending schools both online (virtual) and on-campus, across all categories of school (For-profit, Public, Private, etc.). In addition, education-based audiences come from a third-party source who provides information, tools, and resources to help students further their education for students ranging in age from 18 to 30."
Demographics,Demographics > Household > Education > Recent Graduates > All Graduates Major in Business,"Audience is created sourcing data from a national sample of students attending schools both online (virtual) and on-campus, across all categories of school (For-profit, Public, Private, etc.). In addition, education-based audiences come from a third-party source who provides information, tools, and resources to help students further their education for students ranging in age from 18 to 30."
Demographics,Demographics > Household > Education > Recent Graduates > All Graduates Major in Business Administration & MBA,"Audience is created sourcing data from a national sample of students attending schools both online (virtual) and on-campus, across all categories of school (For-profit, Public, Private, etc.). In addition, education-based audiences come from a third-party source who provides information, tools, and resources to help students further their education for students ranging in age from 18 to 30."
Demographics,Demographics > Household > Education > Recent Graduates > All Graduates Major in Computing and Technology,"Audience is created sourcing data from a national sample of students attending schools both online (virtual) and on-campus, across all categories of school (For-profit, Public, Private, etc.). In addition, education-based audiences come from a third-party source who provides information, tools, and resources to help students further their education for students ranging in age from 18 to 30."
Demographics,Demographics > Household > Education > Recent Graduates > All Graduates Major in Corporate Governance & Ethics,"Audience is created sourcing data from a national sample of students attending schools both online (virtual) and on-campus, across all categories of school (For-profit, Public, Private, etc.). In addition, education-based audiences come from a third-party source who provides information, tools, and resources to help students further their education for students ranging in age from 18 to 30."
Demographics,Demographics > Household > Education > Recent Graduates > All Graduates Major in Health Science,"Audience is created sourcing data from a national sample of students attending schools both online (virtual) and on-campus, across all categories of school (For-profit, Public, Private, etc.). In addition, education-based audiences come from a third-party source who provides information, tools, and resources to help students further their education for students ranging in age from 18 to 30."
Demographics,Demographics > Household > Education > Recent Graduates > All Graduates Major in Psychology,"Audience is created sourcing data from a national sample of students attending schools both online (virtual) and on-campus, across all categories of school (For-profit, Public, Private, etc.). In addition, education-based audiences come from a third-party source who provides information, tools, and resources to help students further their education for students ranging in age from 18 to 30."
Demographics,Demographics > Household > Education > Recent Graduates > All Graduates Major in Public Policy,"Audience is created sourcing data from a national sample of students attending schools both online (virtual) and on-campus, across all categories of school (For-profit, Public, Private, etc.). In addition, education-based audiences come from a third-party source who provides information, tools, and resources to help students further their education for students ranging in age from 18 to 30."
Demographics,Demographics > Household > Education > Recent Graduates > All Graduates Major in Science,"Audience is created sourcing data from a national sample of students attending schools both online (virtual) and on-campus, across all categories of school (For-profit, Public, Private, etc.). In addition, education-based audiences come from a third-party source who provides information, tools, and resources to help students further their education for students ranging in age from 18 to 30."
Demographics,Demographics > Household > Education > Recent Graduates > All Graduates Major Undecided,"Audience is created sourcing data from a national sample of students attending schools both online (virtual) and on-campus, across all categories of school (For-profit, Public, Private, etc.). In addition, education-based audiences come from a third-party source who provides information, tools, and resources to help students further their education for students ranging in age from 18 to 30."
Demographics,Demographics > Household > Education > Recent Graduates > All Undergraduates Major in Business Administration & MBA,"Audience is created sourcing data from a national sample of students attending schools both online (virtual) and on-campus, across all categories of school (For-profit, Public, Private, etc.). In addition, education-based audiences come from a third-party source who provides information, tools, and resources to help students further their education for students ranging in age from 18 to 30."
Demographics,Demographics > Household > Education > Recent Graduates > All Undergraduates Major in Public Policy,"Audience is created sourcing data from a national sample of students attending schools both online (virtual) and on-campus, across all categories of school (For-profit, Public, Private, etc.). In addition, education-based audiences come from a third-party source who provides information, tools, and resources to help students further their education for students ranging in age from 18 to 30."
Demographics,Demographics > Household > Education > Recent Graduates > All Undergraduates Major in Science,"Audience is created sourcing data from a national sample of students attending schools both online (virtual) and on-campus, across all categories of school (For-profit, Public, Private, etc.). In addition, education-based audiences come from a third-party source who provides information, tools, and resources to help students further their education for students ranging in age from 18 to 30."
Demographics,Demographics > Household > Education > Recent Graduates > All Undergraduates Major Undecided,"Audience is created sourcing data from a national sample of students attending schools both online (virtual) and on-campus, across all categories of school (For-profit, Public, Private, etc.). In addition, education-based audiences come from a third-party source who provides information, tools, and resources to help students further their education for students ranging in age from 18 to 30."
Demographics,Demographics > Household > Employment Status > Currently Self-Employed,"Audience is created sourcing data from multiple industry-leading surveys and transactional data sources. Neustar utilizes a nationally recognized, opt-in survey of 25,000+ respondents. This representative study is the result of a comprehensive, continuously fielded survey inclusive of both English and Spanish speakers."
Demographics,Demographics > Household > Employment Status > Currently Self-Employed and Company Size under 10 People,"Audience is created sourcing data from multiple industry-leading surveys and transactional data sources. Neustar utilizes a nationally recognized, opt-in survey of 25,000+ respondents. This representative study is the result of a comprehensive, continuously fielded survey inclusive of both English and Spanish speakers."
Demographics,Demographics > Household > Employment Status > Currently Self-Employed and Company Size under 100 People,"Audience is created sourcing data from multiple industry-leading surveys and transactional data sources. Neustar utilizes a nationally recognized, opt-in survey of 25,000+ respondents. This representative study is the result of a comprehensive, continuously fielded survey inclusive of both English and Spanish speakers."
Demographics,Demographics > Household > Employment Status > Currently Self-Employed and Company Size under 50 People,"Audience is created sourcing data from multiple industry-leading surveys and transactional data sources. Neustar utilizes a nationally recognized, opt-in survey of 25,000+ respondents. This representative study is the result of a comprehensive, continuously fielded survey inclusive of both English and Spanish speakers."
Demographics,Demographics > Household > Employment Status > Employed by Others and Not Work at Home,"Audience is created sourcing data from multiple industry-leading surveys and transactional data sources. Neustar utilizes a nationally recognized, opt-in survey of 25,000+ respondents. This representative study is the result of a comprehensive, continuously fielded survey inclusive of both English and Spanish speakers."
Demographics,"Demographics > Household > Employment Status > Employed By Others: Work For Local, State Or Fed. Govt.","Audience is created sourcing data from multiple industry-leading surveys and transactional data sources. Neustar utilizes a nationally recognized, opt-in survey of 25,000+ respondents. This representative study is the result of a comprehensive, continuously fielded survey inclusive of both English and Spanish speakers."
Demographics,Demographics > Household > Employment Status > Employed By Others: Work For Private Company,"Audience is created sourcing data from multiple industry-leading surveys and transactional data sources. Neustar utilizes a nationally recognized, opt-in survey of 25,000+ respondents. This representative study is the result of a comprehensive, continuously fielded survey inclusive of both English and Spanish speakers."
Demographics,Demographics > Household > Employment Status > Employed By Others: Work For Private School/Inst.,"Audience is created sourcing data from multiple industry-leading surveys and transactional data sources. Neustar utilizes a nationally recognized, opt-in survey of 25,000+ respondents. This representative study is the result of a comprehensive, continuously fielded survey inclusive of both English and Spanish speakers."
Demographics,Demographics > Household > Employment Status > Employment Status: Employed Full or Part Time,"Audience is created sourcing data from multiple industry-leading surveys and transactional data sources. Neustar utilizes a nationally recognized, opt-in survey of 25,000+ respondents. This representative study is the result of a comprehensive, continuously fielded survey inclusive of both English and Spanish speakers."
Demographics,Demographics > Household > Employment Status > Employment Status: Employed Full Time,"Audience is created sourcing data from multiple industry-leading surveys and transactional data sources. Neustar utilizes a nationally recognized, opt-in survey of 25,000+ respondents. This representative study is the result of a comprehensive, continuously fielded survey inclusive of both English and Spanish speakers."
Demographics,Demographics > Household > Employment Status > Employment Status: Employed Part Time,"Audience is created sourcing data from multiple industry-leading surveys and transactional data sources. Neustar utilizes a nationally recognized, opt-in survey of 25,000+ respondents. This representative study is the result of a comprehensive, continuously fielded survey inclusive of both English and Spanish speakers."
Demographics,Demographics > Household > Employment Status > Employment Status: Retired,"Audience is created sourcing data from multiple industry-leading surveys and transactional data sources. Neustar utilizes a nationally recognized, opt-in survey of 25,000+ respondents. This representative study is the result of a comprehensive, continuously fielded survey inclusive of both English and Spanish speakers."
Demographics,Demographics > Household > Employment Status > Self-Employed: Work Outside Of Home,"Audience is created sourcing data from multiple industry-leading surveys and transactional data sources. Neustar utilizes a nationally recognized, opt-in survey of 25,000+ respondents. This representative study is the result of a comprehensive, continuously fielded survey inclusive of both English and Spanish speakers."
Demographics,"Demographics > Household > Estimated Household Income > $100,000 - $124,999","TransUnion Income audiences include estimated household income ranges and income in thousands. TransUnion modeled income data is built from a proprietary compilation of data sources with a unique view of income based on consumer spending, income tax, and payment behavior."
Demographics,"Demographics > Household > Estimated Household Income > $125,000 - $149,999","TransUnion Income audiences include estimated household income ranges and income in thousands. TransUnion modeled income data is built from a proprietary compilation of data sources with a unique view of income based on consumer spending, income tax, and payment behavior."
Demographics,"Demographics > Household > Estimated Household Income > $150,000 - $199,999","TransUnion Income audiences include estimated household income ranges and income in thousands. TransUnion modeled income data is built from a proprietary compilation of data sources with a unique view of income based on consumer spending, income tax, and payment behavior."
Demographics,"Demographics > Household > Estimated Household Income > $200,000+","TransUnion Income audiences include estimated household income ranges and income in thousands. TransUnion modeled income data is built from a proprietary compilation of data sources with a unique view of income based on consumer spending, income tax, and payment behavior."
Demographics,"Demographics > Household > Estimated Household Income > $35,000 - $44,999","TransUnion Income audiences include estimated household income ranges and income in thousands. TransUnion modeled income data is built from a proprietary compilation of data sources with a unique view of income based on consumer spending, income tax, and payment behavior."
Demographics,"Demographics > Household > Estimated Household Income > $45,000 - $54,999","TransUnion Income audiences include estimated household income ranges and income in thousands. TransUnion modeled income data is built from a proprietary compilation of data sources with a unique view of income based on consumer spending, income tax, and payment behavior."
Demographics,"Demographics > Household > Estimated Household Income > $55,000 - $69,999","TransUnion Income audiences include estimated household income ranges and income in thousands. TransUnion modeled income data is built from a proprietary compilation of data sources with a unique view of income based on consumer spending, income tax, and payment behavior."
Demographics,"Demographics > Household > Estimated Household Income > $70,000 - $84,999","TransUnion Income audiences include estimated household income ranges and income in thousands. TransUnion modeled income data is built from a proprietary compilation of data sources with a unique view of income based on consumer spending, income tax, and payment behavior."
Demographics,"Demographics > Household > Estimated Household Income > $85,000 - $99,999","TransUnion Income audiences include estimated household income ranges and income in thousands. TransUnion modeled income data is built from a proprietary compilation of data sources with a unique view of income based on consumer spending, income tax, and payment behavior."
Demographics,"Demographics > Household > Estimated Household Income > Less Than $35,000","TransUnion Income audiences include estimated household income ranges and income in thousands. TransUnion modeled income data is built from a proprietary compilation of data sources with a unique view of income based on consumer spending, income tax, and payment behavior."
Demographics,Demographics > Household > Ever Served in Armed Forces/Military,"Audience is created sourcing data from multiple industry-leading surveys and transactional data sources. Neustar utilizes a nationally recognized, opt-in survey of 25,000+ respondents. This representative study is the result of a comprehensive, continuously fielded survey inclusive of both English and Spanish speakers."
Demographics,Demographics > Household > Home Ownership > Home Ownership: Own Condominium,Households more likely to own condominium
Demographics,Demographics > Household > Home Ownership > Home Ownership: Own House,Households more likely to own house
Demographics,Demographics > Household > Home Ownership > Home Ownership: Own Primary Residence,Households more likely to own primary residence
Demographics,Demographics > Household > Home Ownership > Home Ownership: Rent or Live Rent-Free,Households more likely to rent or live rent-free
Demographics,Demographics > Household > Home Ownership > Home Ownership: Rent Primary Residence,Households more likely to rent primary residence
Demographics,Demographics > Household > Home Ownership > Home Ownership: Rented Apartment,Households more likely to rent apartment
Demographics,Demographics > Household > Home Ownership > Home Ownership: Rented House,Households more likely to rent house
Demographics,Demographics > Household > Home Type > Home Type: Condo/Coop/Apartment,"Audience is created sourcing data from multiple industry-leading surveys and transactional data sources. Neustar utilizes a nationally recognized, opt-in survey of 25,000+ respondents. This representative study is the result of a comprehensive, continuously fielded survey inclusive of both English and Spanish speakers."
Demographics,Demographics > Household > Home Type > Home Type: House,"Audience is created sourcing data from multiple industry-leading surveys and transactional data sources. Neustar utilizes a nationally recognized, opt-in survey of 25,000+ respondents. This representative study is the result of a comprehensive, continuously fielded survey inclusive of both English and Spanish speakers."
Demographics,Demographics > Household > Household Composition > Children in Household > Female > Ages 0 to 3,"TransUnion Household Composition is sourced from a combination of public and private sources. Our perspective on household composition centers on our ability to resolve a persistent view of individuals, connecting them to other household members, and understanding household shifts over time. "
Demographics,Demographics > Household > Household Composition > Children in Household > Female > Ages 10 to 12,"TransUnion Household Composition is sourced from a combination of public and private sources. Our perspective on household composition centers on our ability to resolve a persistent view of individuals, connecting them to other household members, and understanding household shifts over time. "
Demographics,Demographics > Household > Household Composition > Children in Household > Female > Ages 13 to 17,"TransUnion Household Composition is sourced from a combination of public and private sources. Our perspective on household composition centers on our ability to resolve a persistent view of individuals, connecting them to other household members, and understanding household shifts over time. "
Demographics,Demographics > Household > Household Composition > Children in Household > Female > Ages 4 to 6,"TransUnion Household Composition is sourced from a combination of public and private sources. Our perspective on household composition centers on our ability to resolve a persistent view of individuals, connecting them to other household members, and understanding household shifts over time. "
Demographics,Demographics > Household > Household Composition > Children in Household > Female > Ages 7 to 9,"TransUnion Household Composition is sourced from a combination of public and private sources. Our perspective on household composition centers on our ability to resolve a persistent view of individuals, connecting them to other household members, and understanding household shifts over time. "
Demographics,Demographics > Household > Household Composition > Children in Household > Male > Ages 0 to 3,"TransUnion Household Composition is sourced from a combination of public and private sources. Our perspective on household composition centers on our ability to resolve a persistent view of individuals, connecting them to other household members, and understanding household shifts over time. "
Demographics,Demographics > Household > Household Composition > Children in Household > Male > Ages 10 to 12,"TransUnion Household Composition is sourced from a combination of public and private sources. Our perspective on household composition centers on our ability to resolve a persistent view of individuals, connecting them to other household members, and understanding household shifts over time. "
Demographics,Demographics > Household > Household Composition > Children in Household > Male > Ages 13 to 17,"TransUnion Household Composition is sourced from a combination of public and private sources. Our perspective on household composition centers on our ability to resolve a persistent view of individuals, connecting them to other household members, and understanding household shifts over time. "
Demographics,Demographics > Household > Household Composition > Children in Household > Male > Ages 4 to 6,"TransUnion Household Composition is sourced from a combination of public and private sources. Our perspective on household composition centers on our ability to resolve a persistent view of individuals, connecting them to other household members, and understanding household shifts over time. "
Demographics,Demographics > Household > Household Composition > Children in Household > Male > Ages 7 to 9,"TransUnion Household Composition is sourced from a combination of public and private sources. Our perspective on household composition centers on our ability to resolve a persistent view of individuals, connecting them to other household members, and understanding household shifts over time. "
Demographics,Demographics > Household > Household Composition > Children in Household > Number of Children > 0,"TransUnion Household Composition is sourced from a combination of public and private sources. Our perspective on household composition centers on our ability to resolve a persistent view of individuals, connecting them to other household members, and understanding household shifts over time. "
Demographics,Demographics > Household > Household Composition > Children in Household > Number of Children > 1,"TransUnion Household Composition is sourced from a combination of public and private sources. Our perspective on household composition centers on our ability to resolve a persistent view of individuals, connecting them to other household members, and understanding household shifts over time. "
Demographics,Demographics > Household > Household Composition > Children in Household > Number of Children > 2,"TransUnion Household Composition is sourced from a combination of public and private sources. Our perspective on household composition centers on our ability to resolve a persistent view of individuals, connecting them to other household members, and understanding household shifts over time. "
Demographics,Demographics > Household > Household Composition > Children in Household > Number of Children > 3,"TransUnion Household Composition is sourced from a combination of public and private sources. Our perspective on household composition centers on our ability to resolve a persistent view of individuals, connecting them to other household members, and understanding household shifts over time. "
Demographics,Demographics > Household > Household Composition > Children in Household > Number of Children > 4+,"TransUnion Household Composition is sourced from a combination of public and private sources. Our perspective on household composition centers on our ability to resolve a persistent view of individuals, connecting them to other household members, and understanding household shifts over time. "
Demographics,Demographics > Household > Household Composition > Household Members > Family Position > Elderly Parent,"TransUnion Household Composition is sourced from a combination of public and private sources. Our perspective on household composition centers on our ability to resolve a persistent view of individuals, connecting them to other household members, and understanding household shifts over time. "
Demographics,Demographics > Household > Household Composition > Household Members > Family Position > Female Head of Household,"TransUnion Household Composition is sourced from a combination of public and private sources. Our perspective on household composition centers on our ability to resolve a persistent view of individuals, connecting them to other household members, and understanding household shifts over time. "
Demographics,Demographics > Household > Household Composition > Household Members > Family Position > Grandchildren,"TransUnion Household Composition is sourced from a combination of public and private sources. Our perspective on household composition centers on our ability to resolve a persistent view of individuals, connecting them to other household members, and understanding household shifts over time. "
Demographics,Demographics > Household > Household Composition > Household Members > Family Position > Male Head of Household,"TransUnion Household Composition is sourced from a combination of public and private sources. Our perspective on household composition centers on our ability to resolve a persistent view of individuals, connecting them to other household members, and understanding household shifts over time. "
Demographics,Demographics > Household > Household Composition > Household Members > Generations in Household > Three,"TransUnion Household Composition is sourced from a combination of public and private sources. Our perspective on household composition centers on our ability to resolve a persistent view of individuals, connecting them to other household members, and understanding household shifts over time. "
Demographics,Demographics > Household > Household Composition > Household Members > Likely Presence of Children,"TransUnion Household Composition is sourced from a combination of public and private sources. Our perspective on household composition centers on our ability to resolve a persistent view of individuals, connecting them to other household members, and understanding household shifts over time. "
Demographics,Demographics > Household > Household Composition > Household Members > Likely Recent Empty Nester,Indicates parents who have children that have left the home within the last 6 months
Demographics,Demographics > Household > Household Composition > Household Members > Number of People > 1,"TransUnion Household Composition is sourced from a combination of public and private sources. Our perspective on household composition centers on our ability to resolve a persistent view of individuals, connecting them to other household members, and understanding household shifts over time. "
Demographics,Demographics > Household > Household Composition > Household Members > Number of People > 2,"TransUnion Household Composition is sourced from a combination of public and private sources. Our perspective on household composition centers on our ability to resolve a persistent view of individuals, connecting them to other household members, and understanding household shifts over time. "
Demographics,Demographics > Household > Household Composition > Household Members > Number of People > 3,"TransUnion Household Composition is sourced from a combination of public and private sources. Our perspective on household composition centers on our ability to resolve a persistent view of individuals, connecting them to other household members, and understanding household shifts over time. "
Demographics,Demographics > Household > Household Composition > Household Members > Number of People > 4,"TransUnion Household Composition is sourced from a combination of public and private sources. Our perspective on household composition centers on our ability to resolve a persistent view of individuals, connecting them to other household members, and understanding household shifts over time. "
Demographics,Demographics > Household > Household Composition > Household Members > Number of People > 5,"TransUnion Household Composition is sourced from a combination of public and private sources. Our perspective on household composition centers on our ability to resolve a persistent view of individuals, connecting them to other household members, and understanding household shifts over time. "
Demographics,Demographics > Household > Household Composition > Household Members > Number of People > 6,"TransUnion Household Composition is sourced from a combination of public and private sources. Our perspective on household composition centers on our ability to resolve a persistent view of individuals, connecting them to other household members, and understanding household shifts over time. "
Demographics,Demographics > Household > Household Composition > Household Members > Number of People > 7,"TransUnion Household Composition is sourced from a combination of public and private sources. Our perspective on household composition centers on our ability to resolve a persistent view of individuals, connecting them to other household members, and understanding household shifts over time. "
Demographics,Demographics > Household > Household Composition > Household Members > Number of People > 8,"TransUnion Household Composition is sourced from a combination of public and private sources. Our perspective on household composition centers on our ability to resolve a persistent view of individuals, connecting them to other household members, and understanding household shifts over time. "
Demographics,Demographics > Household > Household Composition > Household Members > Number of People > 9,"TransUnion Household Composition is sourced from a combination of public and private sources. Our perspective on household composition centers on our ability to resolve a persistent view of individuals, connecting them to other household members, and understanding household shifts over time. "
Demographics,Demographics > Household > Household Composition > Household Members > Veteran,"TransUnion Household Composition is sourced from a combination of public and private sources. Our perspective on household composition centers on our ability to resolve a persistent view of individuals, connecting them to other household members, and understanding household shifts over time. "
Demographics,Demographics > Household > Household Composition > Pet Owner > Cat Owner,"TransUnion Household Composition is sourced from a combination of public and private sources. Our perspective on household composition centers on our ability to resolve a persistent view of individuals, connecting them to other household members, and understanding household shifts over time. "
Demographics,Demographics > Household > Household Composition > Pet Owner > Dog Owner,"TransUnion Household Composition is sourced from a combination of public and private sources. Our perspective on household composition centers on our ability to resolve a persistent view of individuals, connecting them to other household members, and understanding household shifts over time. "
